WEO Country Group Code,WEO Subject Code,Country Group Name,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,Estimates Start After
163,PCOPP,Euro area,"Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PALUM,Euro area,"Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PIORECR,Euro area,"Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PTIN,Euro area,"Tin, standard grade, LME spot price, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PNICK,Euro area,"Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PZINC,Euro area,"Zinc, high grade 98% pure, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PLEAD,Euro area,"Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PURAN,Euro area,"Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,NGDP_RPCH,Major advanced economies (G7),"Gross domestic product, constant prices",,Percent change,,,0.9,1.98,-0.07,3.301,4.972,3.78,3.037,3.509,4.69,3.769,2.796,1.185,2.104,1.126,2.982,2.469,2.724,3.189,2.865,3.188,3.77,1.221,1.147,1.869,2.898,2.55,2.542,2.068,-0.045,-3.723,2.927,1.611,1.381,1.416,1.852,2.061,1.538,2.246,2.111,1.596,-4.511,5.316,2.262,1.101,1.07,1.679,1.751,1.667,1.626,
119,NGDP_RPCHMK,Major advanced economies (G7),"Gross domestic product, constant prices",,Percent change (market exchange rates),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,NGDPD,Major advanced economies (G7),"Gross domestic product, current prices",,U.S. dollars,Billions,,"6,901.19","7,118.29","7,086.46","7,477.55","7,869.08","8,343.03","10,095.97","11,605.34","13,053.29","13,549.22","14,987.28","16,054.93","17,237.74","17,583.37","18,796.53","20,503.12","20,467.12","20,199.62","20,469.36","21,580.73","22,095.49","21,836.19","22,513.99","24,852.42","27,298.31","28,497.68","29,715.53","31,917.15","33,475.13","31,873.40","33,106.88","35,201.42","35,364.52","35,378.01","36,229.60","34,777.16","35,754.18","36,987.98","39,042.45","39,730.75","38,881.55","42,781.28","43,779.88","45,915.04","47,504.74","49,405.87","51,406.69","53,352.48","55,430.07",
119,PPPGDP,Major advanced economies (G7),"Gross domestic product, current prices",,Purchasing power parity; international dollars,Billions,,"6,801.62","7,590.78","8,050.62","8,640.48","9,393.28","10,055.49","10,569.30","11,209.68","12,148.04","13,099.49","13,965.94","14,603.15","15,247.78","15,780.43","16,595.71","17,361.74","18,159.02","19,057.33","19,815.81","20,728.28","21,996.23","22,765.65","23,384.01","24,287.47","25,659.70","27,136.29","28,683.48","30,067.24","30,628.63","29,671.11","30,904.98","32,051.66","33,097.07","34,406.94","35,543.05","36,627.25","37,885.56","39,497.75","41,297.71","42,705.55","41,279.59","45,414.36","49,691.98","52,157.11","53,882.65","55,827.27","57,861.13","59,892.40","62,011.31",
119,NGDP_D,Major advanced economies (G7),"Gross domestic product, deflator",,"Index, 2000=100",,,48.321,52.719,56.466,59.321,61.767,64.013,65.989,67.708,69.955,72.703,75.597,79.522,81.712,83.597,85.07,86.768,88.226,89.299,90.146,90.883,92.072,93.557,94.758,96.202,98.028,100,102.033,104.142,105.876,106.484,107.259,108.731,110.159,111.676,113.514,114.827,115.97,117.62,119.702,121.617,123.742,127.593,134.403,139.777,143.206,145.967,148.727,151.382,154.145,
119,NGDPRPPPPC,Major advanced economies (G7),"Gross domestic product per capita, constant prices",,Purchasing power parity; 2017 international dollar,Units,,"28,788.39","29,145.52","28,940.69","29,721.13","31,016.02","32,002.60","32,786.17","33,739.37","35,091.08","36,151.57","36,832.27","36,930.54","37,406.26","37,526.59","38,388.60","39,083.51","39,882.68","40,889.98","41,802.09","42,870.23","44,215.00","44,487.91","44,725.85","45,279.44","46,310.62","47,193.69","48,124.07","48,836.29","48,535.83","46,472.75","47,588.98","48,109.23","48,531.60","48,977.08","49,638.11","50,392.69","50,905.85","51,839.53","52,740.95","53,405.73","50,750.74","53,382.29","54,390.36","54,789.71","55,185.27","55,922.88","56,716.87","57,479.47","58,232.67",
119,PPPPC,Major advanced economies (G7),"Gross domestic product per capita, current prices",,Purchasing power parity; international dollars,Units,,"11,110.94","12,319.15","12,990.22","13,868.11","15,001.46","15,973.89","16,696.69","17,611.65","18,967.82","20,309.66","21,467.04","22,250.57","23,052.51","23,679.48","24,739.51","25,717.77","26,733.05","27,881.28","28,817.99","29,968.83","31,608.36","32,514.12","33,199.34","34,282.77","36,011.20","37,856.03","39,788.71","41,464.79","41,995.32","40,471.50","41,945.43","43,274.90","44,485.58","46,033.96","47,322.24","48,514.53","49,924.10","51,839.53","54,008.97","55,670.63","53,593.44","58,904.56","64,221.50","67,165.51","69,148.93","71,404.69","73,767.32","76,117.57","78,568.45",
119,NGAP_NPGDP,Major advanced economies (G7),Output gap,,Percent of potential GDP,,,-1.324,-1.155,-3.612,-3.009,-1.091,-0.489,-0.81,-0.581,0.728,1.419,1.208,-0.185,-0.44,-1.621,-0.933,-1.1,-0.981,-0.312,-0.191,0.362,1.398,-0.171,-1.385,-1.703,-0.897,-0.416,0.453,0.969,-0.449,-5.554,-3.986,-3.682,-3.482,-3.394,-2.612,-1.948,-1.637,-0.727,0.155,0.352,-3.12,0.026,0.753,0.229,-0.28,-0.303,-0.151,-0.043,0.029,
119,PPPSH,Major advanced economies (G7),Gross domestic product based on purchasing-power-parity (PPP) share of world total,"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Percent,,,50.651,50.742,50.508,50.931,51.186,51.28,51.065,50.928,51.006,51.056,50.443,49.81,45.802,45.427,45.436,44.917,44.438,44.07,44.107,43.985,43.552,43.045,42.346,41.45,40.51,39.652,38.622,37.396,36.297,35.077,34.279,33.483,32.839,32.546,32.412,32.722,32.596,32.272,31.817,31.46,30.952,30.704,30.391,29.894,29.339,28.926,28.538,28.157,27.774,
119,NID_NGDP,Major advanced economies (G7),Investment,,Percent of GDP,,,26.219,25.689,23.964,23.787,25.355,24.821,24.792,25.206,25.944,26.084,25.626,24.685,24.02,23.447,23.725,23.909,23.774,23.642,23.574,23.655,24.081,22.888,22.016,21.867,22.252,22.695,23.01,22.67,21.972,19.034,19.931,20.561,20.663,20.76,21.142,21.282,20.985,21.393,21.755,21.874,21.503,21.99,22.613,21.82,21.696,21.743,21.748,21.675,21.588,
119,NGSD_NGDP,Major advanced economies (G7),Gross national savings,,Percent of GDP,,,23.344,23.512,22.383,21.379,22.751,22.209,22.23,22.565,23.792,23.611,22.91,22.908,22.17,21.759,21.963,22.378,23.468,23.731,23.637,23.083,23.146,22.024,20.94,20.429,21.022,21.154,21.807,21.256,19.737,17.735,18.957,19.79,20.357,20.4,21.178,21.422,21.064,21.732,21.856,22.157,21.369,21.564,21.021,20.913,21.173,21.401,21.471,21.37,21.243,
119,PCPIPCH,Major advanced economies (G7),"Inflation, average consumer prices",,Percent change,,,12.431,10.296,7.284,4.774,4.606,3.899,2.076,2.755,3.192,4.429,4.449,4.351,3.181,2.831,2.189,2.261,2.182,1.95,1.243,1.372,2.12,1.92,1.286,1.751,1.976,2.32,2.336,2.157,3.192,-0.089,1.369,2.584,1.898,1.323,1.528,0.311,0.783,1.759,2.087,1.481,0.8,3.337,7.299,4.654,2.461,2.028,1.927,1.909,1.95,
119,PCPIEPCH,Major advanced economies (G7),"Inflation, end of period consumer prices",,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.711,2.618,2.214,2.173,2.239,1.664,1.146,1.802,2.233,1.14,1.927,1.508,2.399,2.391,1.819,3.035,1.165,1.138,1.642,2.59,1.602,1.287,0.78,0.493,1.585,1.796,1.751,1.651,0.661,5.604,7.299,3.225,2.154,2.01,1.893,2.073,1.578,
119,TRADEPCH,Major advanced economies (G7),Trade volume of goods and services,,Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,TM_RPCH,Major advanced economies (G7),Volume of imports of goods and services,,Percent change,,,-2.223,0.031,-0.779,4.297,13.664,4.214,6.281,6.94,8.237,8.148,5.539,2.256,4.152,0.232,11.252,8.002,6.672,9.74,7.802,8.388,11.642,0.162,2.086,3.885,8.262,6.266,7.59,3.43,-0.723,-11.503,11.754,4.992,1.432,1.9,4.92,4.445,2.17,4.608,3.827,1.553,-10.183,10.339,8.485,0.886,1.431,2.495,2.742,2.645,2.629,
119,TMG_RPCH,Major advanced economies (G7),Volume of imports of goods,,Percent change,,,-3.587,-1.64,-1.176,5.279,14.348,5.033,7.53,6.602,8.822,7.246,4.56,3.315,6.467,0.817,10.899,9.004,6.683,10.424,8.367,9.267,12.574,-0.499,2.381,4.811,8.696,6.891,8.124,2.91,-1.052,-13.192,13.298,5.66,0.956,1.932,4.637,4.483,1.937,4.548,3.872,1.152,-7.334,10.371,6.792,0.46,1.286,2.469,2.779,2.651,2.63,
119,TX_RPCH,Major advanced economies (G7),Volume of exports of goods and services,,Percent change,,,6.409,5.131,-1.478,1.525,9.89,4.618,1.795,4.433,8.22,8.984,7.631,5.931,4.579,1.793,7.877,8.537,5.853,10.956,3.808,4.256,11.088,-1.054,1.311,1.977,8.575,5.99,9.46,5.994,1.615,-13.101,12.803,6.097,2.732,1.698,4.371,3.02,1.57,5.033,3.052,0.931,-12.334,7.625,6.132,2.712,2.071,2.859,2.779,2.585,2.456,
119,TXG_RPCH,Major advanced economies (G7),Volume of exports of goods,,Percent change,,,5.913,4.738,-2.048,1.531,10.329,4.703,1.942,4.659,8.63,8.226,6.395,6.487,5.534,0.94,8.643,8.849,5.59,11.496,3.551,4.45,11.757,-1.358,0.832,2.089,8.114,6.245,9.806,5.161,1.119,-15.872,15.275,6.2,2.306,1.178,4.068,2.692,1.247,5.017,2.935,0.491,-10.592,8.203,4.701,2.513,1.989,2.806,2.771,2.565,2.421,
119,TTPCH,Major advanced economies (G7),Terms of trade of goods and services,,Percent change,,,-8.695,-1.769,1.17,1.98,0.012,0.445,8.027,0.85,0.973,-0.836,-1.986,-1.633,0.715,0.77,2.219,-0.491,-0.33,-0.552,2.068,-0.077,-2.897,0.601,0.949,1.256,-0.015,-1.849,-1.706,0.379,-2.917,4.409,-1.811,-2.045,-0.596,1.271,0.803,2.183,1.774,-0.51,-0.405,0.75,1.28,0.383,-2.834,1.125,1.291,0.386,0.421,0.098,0.195,
119,TTTPCH,Major advanced economies (G7),Terms of trade of goods,,Percent change,,,-10.122,-2.465,1.519,2.141,0.041,0.874,10.302,1.183,1.364,-1.766,-1.562,-1.381,2.26,2.521,1.09,0.311,-0.506,-1.186,2.583,-0.065,-3.947,0.655,1.453,1.902,-0.011,-2.515,-2.068,0.783,-2.75,5.487,-2.52,-2.42,-1.143,1.363,0.526,1.765,2.123,-0.645,-0.459,0.579,1.748,0.318,-3.139,0.569,1.088,0.195,0.237,-0.022,0.072,
119,TXGM_D,Major advanced economies (G7),Export price of manufactures,,"U.S. dollars; index, 2000=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,TXGM_DPCH,Major advanced economies (G7),Export price of manufactures,,U.S. dollars; annual percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,LUR,Major advanced economies (G7),Unemployment rate,,Percent of total labor force,,,5.625,6.372,7.777,7.938,7.281,7.128,7.07,6.727,6.142,5.731,5.689,6.319,6.933,7.094,6.893,6.625,6.658,6.44,6.268,6.065,5.66,5.887,6.454,6.628,6.373,6.169,5.776,5.426,5.865,7.995,8.121,7.626,7.359,7.075,6.366,5.794,5.439,4.978,4.528,4.269,6.475,5.209,4.053,4.199,4.737,4.603,4.353,4.256,4.229,
119,LE,Major advanced economies (G7),Employment,,"Index, 2000=100",,,80.327,80.648,80.161,80.648,82.31,83.41,84.666,86.04,87.622,89.299,90.572,90.534,90.589,90.81,91.621,92.358,93.083,94.274,95.123,96.038,97.552,97.893,97.764,98.16,98.852,100,101.439,102.652,102.881,100.3,100.133,100.795,101.791,102.508,103.716,104.951,106.52,107.773,109.293,110.478,106.785,108.721,111.478,112.021,112.005,n/a,n/a,n/a,n/a,
119,GGR_NGDP,Major advanced economies (G7),General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government's net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34.974,33.619,33.704,34.053,34.865,35.643,36.025,35.586,34.181,34.049,34.675,34.78,36.254,36.453,36.284,36.007,35.827,35.841,35.592,36.112,36.865,37.444,36.755,36.403,36.233,36.31,36.332,36.21,
119,GGX_NGDP,Major advanced economies (G7),General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36.969,37.721,38.389,37.995,38.093,37.821,38.216,40.053,43.999,42.819,42.047,41.221,40.545,40.056,39.286,39.335,39.148,39.184,39.373,47.755,45.995,42.8,42.32,41.741,41.443,41.309,41.148,41.161,
119,GGXCNL_NGDP,Major advanced economies (G7),General government net lending/borrowing,"Net lending (+)/ borrowing (-) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (-) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.995,-4.102,-4.685,-3.942,-3.228,-2.177,-2.191,-4.468,-9.819,-8.77,-7.372,-6.441,-4.291,-3.603,-3.001,-3.327,-3.321,-3.344,-3.781,-11.643,-9.13,-5.355,-5.564,-5.338,-5.209,-5,-4.815,-4.951,
119,GGSB_NPGDP,Major advanced economies (G7),General government structural balance,,Percent of potential GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.147,-3.487,-4.008,-3.81,-3.097,-2.424,-2.755,-3.996,-5.619,-6.778,-5.736,-4.51,-3.033,-2.504,-2.17,-2.686,-2.971,-3.211,-3.822,-8.089,-7.903,-5.196,-5.457,-5.046,-5.01,-4.882,-4.755,-4.929,
119,GGXONLB_NGDP,Major advanced economies (G7),General government primary net lending/borrowing,Primary net lending/borrowing is net lending (+)/borrowing (-) plus net interest payable/paid (interest expense minus interest revenue).,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.292,-1.942,-2.63,-1.971,-1.288,-0.299,-0.197,-2.473,-7.909,-6.773,-5.209,-4.34,-2.45,-1.776,-1.307,-1.586,-1.606,-1.567,-2.055,-10.071,-7.383,-3.522,-3.586,-3.197,-2.992,-2.727,-2.478,-2.485,
119,GGXWDN_NGDP,Major advanced economies (G7),General government net debt,"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,47.563,50.316,53.777,59.112,58.244,56.422,55.832,61.919,73.525,79.792,85.214,88.423,86.614,86.404,85.777,87.702,85.358,85.472,86.171,99.916,98.01,94.228,95.303,97.898,99.778,101.125,102.432,103.95,
119,GGXWDG_NGDP,Major advanced economies (G7),General government gross debt,"Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).",Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,74.828,76.56,79.653,84.846,84.876,82.391,80.685,88.548,103.21,111.402,116.428,120.647,118.395,117.362,116.432,119.477,117.481,117.248,118.266,140.404,134.085,128.358,128.408,130.294,132.196,133.478,134.681,136.189,
119,BCA,Major advanced economies (G7),Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income. Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.",U.S. dollars,Billions,,-46.292,-17.82,-9.097,-17.043,-57.668,-62.491,-35.707,-64.659,-47.741,-57.497,-69.578,-27.658,-32.167,12.87,-18.956,-13.12,-15.238,19.095,-51.928,-161.76,-305.925,-305.096,-320.109,-372.119,-357.501,-489.69,-559.003,-427.246,-543.565,-208.445,-232.123,-278.729,-291.264,-229.698,-238.128,-169.386,-57.617,20.675,-72.867,13.851,-294.047,-296.459,-905.726,-603.964,-453.946,-381.399,-358.38,-383.02,-412.963,
119,BCA_NGDPD,Major advanced economies (G7),Current account balance,,Percent of GDP,,,-0.671,-0.25,-0.128,-0.228,-0.733,-0.749,-0.354,-0.557,-0.366,-0.424,-0.464,-0.172,-0.187,0.073,-0.101,-0.064,-0.074,0.095,-0.254,-0.75,-1.385,-1.397,-1.422,-1.497,-1.31,-1.718,-1.881,-1.339,-1.624,-0.654,-0.701,-0.792,-0.824,-0.649,-0.657,-0.487,-0.161,0.056,-0.187,0.035,-0.756,-0.693,-2.069,-1.315,-0.956,-0.772,-0.697,-0.718,-0.745,
119,BM,Major advanced economies (G7),Imports of goods and services,,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,113.17","3,246.78","3,323.64","3,537.20","3,903.66","3,759.04","3,846.98","4,357.65","5,116.24","5,685.01","6,385.30","7,034.89","7,750.34","6,055.27","7,018.94","8,128.05","8,048.45","8,096.68","8,367.39","7,572.06","7,462.59","8,043.83","8,778.01","8,635.77","7,670.03","9,288.39","10,688.53","10,656.74","10,894.98","11,247.28","11,624.90","11,991.20","12,399.81",
119,BX,Major advanced economies (G7),Exports of goods and services,,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,171.67","3,336.93","3,360.25","3,445.16","3,649.99","3,502.35","3,593.36","4,049.16","4,763.39","5,177.15","5,810.60","6,589.63","7,203.07","5,765.01","6,626.42","7,590.30","7,566.62","7,704.69","7,972.51","7,271.68","7,239.47","7,789.76","8,386.48","8,269.91","7,229.90","8,629.75","9,485.38","9,753.74","10,145.69","10,546.52","10,948.14","11,295.52","11,684.55",
119,BF,Major advanced economies (G7),Financial account balance,,U.S. dollars,Billions,,-18.76,8.617,23.395,-0.743,-29.21,-41.689,0.459,-92.067,-63.811,-14.357,-92.12,-65.956,-53.342,-13.761,-62.713,26.843,-30.952,-54.354,47.187,-135.146,-364.942,-302.882,-433.28,-464.708,-260.882,-532.198,-660.52,-319.584,-609.113,-108.381,-339.766,-454.957,-402.27,-281.157,-53.806,-111.725,-2.939,-16.724,19.17,-192.667,-481.759,-249.16,-818.069,-590.944,-441.107,-370.56,-354.166,-387.848,-417.964,
119,BFD,Major advanced economies (G7),"Direct investment, net",,U.S. dollars,Billions,,7.069,5.791,3.069,9.817,7.712,16.152,22.753,17.401,33.199,42.916,64.528,80.201,76.495,78.79,100.434,115.223,103.271,110.409,147.081,177.628,-54.443,85.288,88.174,134.184,328.735,-55.947,78.504,525.533,422.231,283.734,270.071,404.208,282.518,239.802,217.039,-80.141,-223.483,332.342,-116.131,125.288,109.83,483.287,283.856,115.808,190.476,242.826,232.012,251.707,267.55,
119,BFP,Major advanced economies (G7),"Portfolio investment, net",,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,-20.249,-43.608,-47.922,-26.909,1.629,-55.794,-116.483,-24.428,-136.584,-49.816,-154.735,-227.373,-249.762,-15.513,-250.787,-260.191,-161.35,-506.5,-573.166,-740.59,-571.936,-488.105,"-1,012.12","-1,569.68",-282.613,-618.726,"-1,099.43",-273.669,-479.779,-23.031,164.692,195.187,-110.966,175.451,-175.43,-431.399,-80.793,-488.088,-314.373,-250.652,-189.266,-226.428,-245.464,-257.249,
119,BFF,Major advanced economies (G7),"Financial derivatives, net",,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.55,12.736,-0.022,6.755,-21.744,-2.885,21.063,16.318,0.474,-64.869,159.841,323.016,-137.161,-84.155,-29.729,-25.449,135.623,20.234,-93.058,17.805,76.543,-16.196,-5.925,113.232,35.014,25.191,65.259,61.494,67.922,69.271,69.006,65.74,
119,BFO,Major advanced economies (G7),"Other investment, net",,U.S. dollars,Billions,,-2.309,35.858,48.87,7.038,-7.783,-37.836,-2.273,-133.319,-85.864,-62.122,-117.504,-12.506,-79.993,9.029,-131.176,-5.393,28.898,53.374,-103.614,-112.689,-111.434,-237.798,-58.648,-230.884,-21.026,96.786,-222.605,-40.127,181.961,-100.254,22.41,63.228,-374.7,-226.125,-286.308,-148.89,-6.347,-344.241,-92.179,-171.904,-300.321,-997.261,-603.431,-472.744,-458.354,-508.506,-445.833,-480.152,-511.228,
119,BFRA,Major advanced economies (G7),Change in reserves,,U.S. dollars,Billions,,-9.237,-5.075,-8.152,9.56,7.905,2.952,28.584,76.927,21.512,17.79,25.312,-29.335,2.576,8.632,23.635,81.622,46.005,17.074,6.498,50.723,54.371,32.722,46.578,184.094,155.681,-1.579,36.55,47.292,33.357,127.91,70.63,206.772,-10.967,49.323,18.266,45.672,13.897,29.587,68.223,35.311,26.9,310.592,-35.596,15.106,15.93,16.465,16.811,17.056,17.222,
119,D,Major advanced economies (G7),"External debt, total",,U.S. dollars,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,D_NGDPD,Major advanced economies (G7),"External debt, total",,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,D_BX,Major advanced economies (G7),"External debt, total",,Percent of exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DS,Major advanced economies (G7),"External debt, total debt service",,U.S. dollars,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DS_NGDPD,Major advanced economies (G7),"External debt, total debt service",,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DS_BX,Major advanced economies (G7),"External debt, total debt service",,Percent of exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DSI,Major advanced economies (G7),"External debt, total debt service, interest",,U.S. dollars,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DSI_NGDPD,Major advanced economies (G7),"External debt, total debt service, interest",,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DSI_BX,Major advanced economies (G7),"External debt, total debt service, interest",,Percent of exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DSP,Major advanced economies (G7),"External debt, total debt service, amortization",,U.S. dollars,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DSP_NGDPD,Major advanced economies (G7),"External debt, total debt service, amortization",,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DSP_BX,Major advanced economies (G7),"External debt, total debt service, amortization",,Percent of exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PALLFNFW,Major advanced economies (G7),Commodity Price Index includes both Fuel and Non-Fuel Price Indices,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
